weight,tweet,label
0.3906, yeah just wait till you get to the wonderful weather in ohio ,-1
0.4001,i scre for the sunlight or car to take me anywhere  just get me past this dead and eternal snow,-1
1,ohh my goosh its so hot hate this weather blaaah ,-1
0.5774,off to glasgow the weather so dull,-1
1,rt this weather is really bringing my mood down wheresthesunat,-1
0.5922,day num of being sickly damn weather,-1
0.3976,“ im no weather man but you can expect more than few inches tonight {eww },-1
0.8308, well feel cheated by weather because freddy garcia was supposed to pitch sad ,-1
0.8268,this weather is annoyingg pick one rain or sun ,-1
0.611,its hot out this shit ,-1
0.7927, yea know but now cant cuz its rainy weather,-1
0.8131,my happy ass just wants to live on the couch til the temp is above num lazybitchislazy,-1
0.5901,i like this weather too bad its supposed to rain the whole week sad ,-1
0.6233, cape town weather is foul today see this joint also has gtown tendencies smiley ,-1
1,its hot as the devils big ghetto booty outside ,-1
1,so im pretty pissed that the weather was shit all week but is nice the day im going to be stuck in the house doing homework,-1
0.4238,warmer weather brings out the messes ,-1
0.4947, yall hiding them in the house cause its num degrees out there dont pass out ,-1
0.7855,rt lazy as shit right now  and this weather just adds to it ,-1
0.4102,"played golf in num degree weather and slight snow flurries today must really love this game do yall u on the tee box 

happy easter",-1
0.4163,people reckless as hell when its warm outside ,-1
0.4148,its heat blessing cheryl that means we will get blessed with warm weather rt its so hot in church im about to die ,-1
0.8028,suxx sad rt so rainy in the burgh right now,-1
1,all this hot ass weather means is take two showers fucking day dont be the one to smell like num  at num  ima cook dat ass ,-1
0.4017, storms coming ,-1
1,flt of storm in tpa now im really going to miss the game sad wish provided in flight updates vanchi,-1
0.6008,such cute fish wish it was num degrees warmer  so could hit the pool what is everyone up to for easter ,-1
0.6212,another crazy storm,-1
0.4079,that weather in clarksville can stay rite where it is justsaying,-1
1, in siberia  unfortunately the weather is awful here  can change very fast hurricanes are not very often but from time to time ,-1
1,its too hot outside ,-1
0.5814,shadyy ass easter weather ,-1
0.6176,stuck in room until the storm passes by and im kinda getting sleepy ,-1
0.5092,nothing says easter like thunder hail storm ,-1
0.4295, soon hopefully the weather finally turns here where we wont need the heat lamps on sometime this week or next well see ,-1
1,its cold ass hell outside,-1
1,it dress heels smh lol,-1
0.4359,thank god the chinamen wasnt taken out by the storm last night rubs belly ,-1
0.4182, thatz real  miss my summer thunderstorms ,-1
0.5918,when this storm destroys both mckinney and me  the last sound ill ever hear my dog licking its ass notwinning,-1
0.8168,heard the weather isnt looking to bright in oklahoma updates ,-1
1,tornado warning wtf  the weather mans on somethin do you not see sunshine outside ,-1
0.6722,it feels bomb out here my house is hot as fck they all got the oven on roastin niggas ,-1
0.8286,holy sweet jesus virginia humidity,-1
0.5885,two toast an eggs for breakfast straight back up within num minute freezing aswell ,-1
0.8058,im ready for fall cant stand hot weather ,-1
1,fucking end of the world type weather downtown right now,-1
1,yes thanks  broken internet an shitty weather now can record without any distractions ,-1
0.7893, feel the same way about the cold we had snow here last wednesday im so done with that ,-1
0.4896,its hot as balls out,-1
1,why the fuck is it always so windy ,-1
0.5923,i swear this storm in ky now let them get hit ,-1
0.6332,happy easter everyone its freakin hot out ,-1
0.81, so glad to read that you are safe after the bad weather that went through st louis the last few days ,-1
0.7991, storms have passed they left hot  thick air was hoping for cool weather break notsomuch hows it going for you ,-1
0.8204,spending easter with my second family today happy easter everyone dont let this weather bring you down ,-1
0.6519,thats what get stupid weather it was supposed to rain today ,-1
0.8381, dont really mind heat however do mind bipolar weather and friday was freezing and now this  ugh,-1
1,this crazy weather is screwing with my internet connection ,-1
0.626,rt cold its num degrees so stfu,-1
0.4122,wish it was sunny so could rock these new oakleys ,-1
0.4147,"easter egg hunts in the rain 
cold  rainy  wet easter 
frizzy hair puddles 
grey skies well  guess we have num make the best of it ",-1
0.8037,not exactly the best weather for golf  but its time to hit the links warm up round at local par num course,-1
0.6212,rt the cool air is back highs today more than num degrees cooler than saturday it was nice while it lasted ,-1
1,feel bad for all the young ones who cant go hunt eggs or have fun outside because the weather is ugly ,-1
0.8207,of course the day have sleeveless dress to wear  it would be cold and rainy ,-1
0.8045, that storm had tornado warning with it about half an hour ago it looks like pretty nasty cell ,-1
0.8182,showers off again on again today steady rain tonight more rain later monday  turning to snow monday night sorry ,-1
1,its really too hot out hur ima burn up wit this long weave tryna help my baby find some eggs ,-1
0.7918,its sunny and raining fuckyoumothernature,-1
0.7997, well  youve had enough of those lately big  fat nada here not that want nasty storm  but damn  we need rain ,-1
0.7895,these clouds dark as hell  it looks like we bouta run into storm,-1
0.4247,oh lord  here comes another thunderstorm at least it seems to be unaccompanied by sirens this time ,-1
0.4186, it really hit the spot last night with it cold and raining outside ,-1
0.6238,what no havent checked it rt have serious dislike on the current nasatweetup weather outlook ,-1
0.8062,it is hot as hell outside  not ideal environment for black girl ,-1
0.4006,is it me or  the only one freezing ,-1
0.6067,soo hot out and im wearing jeans ,-1
0.8025,rt just rough day all around yesterday weather  delay  loss  personal  late night always be judged by how you respond to ,-1
0.847,rt this is super bluesy broke down in rawlins  wy spent num hours in the freezing cold last night ive been http ,-1
1, its hot ashell outside ^ spring num degrees and shit ,-1
0.7978,rt a storm comin the baseball game in baltimore had to stop and all because of the rain smh ,-1
1,headed home  crappy weather buckleup,-1
0.8067,us too rt had wonderful easter weekend with my family despite the bad weather ,-1
0.6214,la fitness blames loss on snow by sarah bridge la fitness  the chain fronted by strictly come dancing judge ale ,-1
0.804,ah cant wait for summer nights its entirely too chilly out ,-1
0.8413,num degrees and sunny in charlotte and num and cloudy and wet here in indy notfair,-1
1,i feel like putting on fitted dress  get all dolled up and go out tonight only thing is  its cold and no where to go where live ,-1
0.3873,weather problem mi rass we watchin the gme,-1
0.4152,rt the weather dont know how to chill,-1
0.7883,fuck today easter service has shite hymns  brother is unreachable and its sunny so the migraine forecast is not great ,-1
0.5904,pretending away the weather with some grillin,-1
0.3917,its kinda chilly outside,-1
0.3986, its actually cold im freezing standing waiting on my bus ,-1
1, get up at num in the morning in the butt freezing cold to repeat it ,-1
0.6234,spent clean room thanks to and devy mtfam,-1
0.8246,hot ass shit outside ,-1
0.7916, hell no reporting live yall better get yall asses outta cleveland its fucking storm rolling thru dis bit ,-1
0.7933, ,-1
0.6164,happy easter today is my birthday and as usual it is gloomy and rainy ,-1
0.6078,where is the sunshine hope you all have wonderful sunday  eat drink and hug those you love x,-1
0.6642, hottest day of the year so far we havent been getting any good weather ,-1
0.8064,okla got some crazy weather,-1
1,so bored on this rainy friday night need life someone give me theirs fb,-1
0.5071,qb newsflash cable still goes out in storm smh this never happened with my hd rabbit ears randomthought,-1
1,im tired of the weather more severe weather and rain this week louisvilleweather severeweather flooding,-1
1,this weather is depressing,-1
0.6557, sure rub it in  its not even num degrees yet here in utah oh well  happy easter ,-1
0.7845,mane its rainin dumb hard an storm,-1
0.7362,weve had sever weather all weekend its going to storm for the next num days  yuck ,-1
1,its so cold outside have headache,-1
1,i dont like thunderstorms with crazy lightening scaredandalone,-1
1,bad weather in dallas hope it clears up num easter sunday church  family plenty of cascarones to smash on unsuspecting heads ,-1
1, yea  it is its lush but the freakin humidity makes me what to curl up and die seriously melts ,-1
0.8126,dallas storms are intense my apartment just shook not good time to live in high rise justsayin,-1
0.7861,rain  rain go away  thats what all them haters say rain lightening thunder,-1
1,shower food studio sounds good for abt the next hour and half too hot num be outside unless got sumbrero tobiasthegreat,-1
1, its getting ready to storm here im scarrrrrrrred p,-1
1,omg more thunderstorms how much more rain plz sunny days come back ,-1
1,so what you all up to was hoping the weather wouldnt be so blustery ,-1
1,gaahh now know   humid weather mosquitos super annoyed me   and just wash my hair and already get sweaty again dslfkaepithqotg,-1
1, its ugly and weather is bad ppl are ugly af its small and all kan do is be on the strip same shit everyday sucks,-1
0.8039,rt its cold as shit outside and my dad making me go shovel the driveway smh lmao,-1
0.7895, another flood warning weather alert wow  had no idea {{sarcasm}},-1
0.4139, thanx num prayers protocols my sinus’ loathe bad weather  num yr prob  got system just wasn’t workin last night  lol,-1
1,num miles just under an hour houstons humidity really beat me down maybe should get used to it ,-1
0.5939,la fitness blames loss on snow accounts filed for the year to july num show the company  which owns num health an ,-1
0.7907,gas prices and weather really know how to fuck shit up fsu,-1
0.6014,hells yes he should be upset rt dusty displeased with friday weather info ,-1
1,weather is depressin ,-1
0.6213, any chance of you sending me some of that sunshine we seem to have run out here s,-1
0.4046,having in num degree weather dramatically diminishes your clothing and hairstyling options ,-1
0.6223,cf iswear are so fucking whack anywho its time to have fuckin ball its lil rainy here in miami but oh what the heck ,-1
1,lookin at the weather its lookin all bad for next week storms again sad ,-1
1,so im scared at home by myself in this storm ,-1
1,rt rt man fuck this weather gotta major headache,-1
1,why is the weather ugly today o,-1
0.8053,florida weather makes it so hot outside that you can barley breath in the summer ugh lol ,-1
0.6387, today was our first day over num degrees this winter sucks  but the basketball is great were trying to get tix for gm num ,-1
1,rt fuck this weather ,-1
0.6236,rt hot as shit outside,-1
0.3793, well did have warm sunny num degrees but the sun left sad ,-1
0.4138,more sunshine and temperatures topping out around num for easter sunday will be bit chilly for morning church services though ,-1
1,my car sayin the temperture is num more like num this weather hotter than the devil,-1
1,im slowly dying over here its so damn hot outside notnormal,-1
1, another storm is coming and storms are not good for me,-1
0.7956,sheesh  really need the weather to warm up hows guy supposed to get in good bike ride ,-1
0.5965,hot as hell out here,-1
1,its too damn hot out  im changing into shorts,-1
0.4281,its supr hot outside hav on long sleeve but refuse num luk num sumthn else num wear,-1
0.59,its too hot outside  had to get slurpee nh,-1
0.8054,im taking walk but shi its hot out here,-1
1,im kinda sick of this hot weather every single day even at night toohotflorida,-1
0.8044,the weather suits my mood  dreary  not enoug time at home sad ,-1
0.4178,my dog is going berserk with the weather changes she put her paw on san diego timetopackupshop,-1
0.7963, foreal weather in this part of the country is bipolar haha ,-1
0.4112,i want to go outside and do something while the weather is nice vs its too hot outside to do anything fight ,-1
0.6055, april showers bring may flowers except in socal  where april showers bring storm watches and mass hysteria weatherwimps,-1
1, our first basset hound  rex  had major anxiety attacks during thunderstorms poor dog just panicked ,-1
0.5969,thunderstorm is going to wash away easter smiley ,-1
0.4937,it is hot outside need to stop playing football in flip flops smh ,-1
0.8235,"new storm was worst here since num the last time there was such severe and widespread damage here
was on jan ",-1
1, yeah yeah yeah its nasty here weather has sucked this month,-1
0.3941,a dreaded sunny day ,-1
0.5462,happy easter everyone but who was in charge of the weather how about some sunshine its supposed to be cheerful day ,-1
0.3541,why couldnt it be rainy today so could justify staying inside all day looks like im venturing out hope my gym is open ,-1
1,boyyyyyy its hot as hell outside in crib ishall be till it cools down,-1
1,its to damn hot out ,-1
0.6009,laying my num dogs watching golden girls is good way to spend this rainy  nasty easter birthday,-1
0.769, no we will be staying in due to bad weather and our youngest might come over kind of how holidays are now ,-1
1,dang is this weather bout to mess up date night ,-1
0.399,its rainy sunday so im gonna stay in bed all day and try to get ryan to join me ,-1
1, had pneumonia but fine now thanks wish wed have had the weather that you have hadsad ,-1
0.6,freezing,-1
0.6024, cloudy theres thunderstorm watch though ,-1
0.4122,its hot as the devil balls out here man omw home to get my hair dne,-1
1,this weather is scaring me wish was here,-1
1,sitting at bench  freezing cold with wet toms on sunday morning im going to explode ew sad ,-1
0.5882,severe thunderstorm watch can outrun lightning right ,-1
0.813,have you ever thought the reason of these weather problems is bc god being upset with the world of how we act ,-1
0.6081,its so effin hot outside booty short time,-1
1,and out of nowhere it starts to rain hard as fuck nice going curacao get ur shit together and ur bipolar weather aw shit that rhymed ,-1
0.3965,man it feel like the its about to be tornado it so windy,-1
1, it was so foggy there for while it was hard to tell creepy weather ,-1
0.8325,what happened num the trade winds its so hot in the islands some of those easter eggs are going num sunny side up bnum they are found ,-1
1,rt fuck humid weather ,-1
0.4168,thanks to all who came out on this chilly spring eve to support sharon arts at artini ii art with twist thank ,-1
0.5823, bad since the storm last night,-1
0.8051,ok were back from the er all is good shes gonna be groggy doe but now were stuck in humongous storm hail  tornadoes all ,-1
1,cant wait to get away from dis bullshittin ass weather if it aint snowin its rainin tf,-1
0.8459, yeah this weather is driving me crazy ,-1
0.6156,rt oh dusty  guess what hundreds of people lost their home on friday night because of the weather  so think you shou ,-1
1,happy easter hope weather is better wherever r ,-1
1,i hate the weather here seriously ,-1
0.4066,um snow  really ,-1
0.8163,and thought florida weather was bipolar welcome to iceland ,-1
1,its insane to take car door apart fix power windows its so hot out damn im going to die fl to hot,-1
0.6052,rt you back home from bend yep just in num minutes ago  snowstorm at the summit  but otherwise num mph all the way ,-1
0.4217,supposed to rain all week but hopefully we get some summer weather afterwards to enjoy,-1
0.3972,when this weather ends think might cry,-1
0.6096, its ok man we stayed outside of the city and the weather wasnt good anyways good luck with everything ,-1
1,about to go and have easter dinner with my family at el parian wonderful day if only it would never storm fuck tornados ,-1
1, im wondering the same thing this weather sucks,-1
1,twitter asks what  doing not enjoying the warm effin weather  thats what  workaholic,-1
0.4312,i still have the sickies at least its cold outside and not as tempting to leave the house ,-1
1,hot as fuck outside,-1
0.6827, thanks spoke too soon though was little chilly in the wind up at the summit ,-1
0.5954, bored when you got no money till the end of the week and you got nothing to do in this nice weather sad ,-1
0.7959, is trippin its hella fuckn windy out lol,-1
0.795, hear ya need to take my num training outside with less than num wks to go its always super windy or raining here ,-1
1,weather has gone crap sad ,-1
0.6187,had enough going home cracking day in the sunshine tho man it was hot lets hope next weekend is just as balearic,-1
0.6089,thunderstorms starting to get old,-1
0.6055,mad bright and sunny when was in queens but get to the bronx and its cloudy ass hell wtf ,-1
1,so its extra toasty on the coast plus windy not good combination,-1
0.6724, rightt this weather wack need to be num in some bars lol,-1
0.6159, love cloudy gray days can get emotional and reminisce lol here its sunny right now ew ,-1
0.3987,vaucluse yls braving wet weather to attend dawn service anzac,-1
0.8117,rt with multiple severe weather outbreaks on tap  dr forbes says that we are in for  very bad week ahead  ,-1
1, yes our weather radio is going crazy kelli and zeke didnt get up here in time worried about them ,-1
0.8055,out at scotts dads its hot as hell ,-1
1,its hot as fuck outside and im not even out there,-1
0.6294, whaaaat num is way too hot id die in that num is perfect beach weather for mesmiley ,-1
0.7861,sunshine  where did you go swim faster shark shaped cloud ,-1
0.505, washington state west coast doesnt suffer through humidity like the east coast sweatbox ,-1
0.4045, whats the weather supposed to do have not looked yet tell me no rain ,-1
0.8028,thunderstorm my asssssss smfh fuck the weathermen ,-1
0.5395,its now num degrees inside killmenow,-1
0.8139,happy easter were in snow and num degrees here in castle rock  colorado  this easter sunday hope your day is better ,-1
1, tell me about it ive had enough eating and visiting and this weather doesnt help ,-1
1,celebrated easter early on hubby side smiley kids had easter egg hunt jus in time before this sucky weather hit ,-1
0.4128, my school has to make up snow day so lost monday it sucks yeah  maybe smiley ,-1
0.6145,storm couldve sworn it was supposed to be sunny today ,-1
0.5327,i in my jeep sohot heatwave,-1
0.7185,weather like this makes me realize just how bad need to go shopping ,-1
0.4927, what  you have problem with num degree rainy weather ,-1
0.8002,so first tornado hits shaw now tornado hits stl yeah the weather is bout to get out of control thank god noone has been killed,-1
0.5985,does it do anything but storm these days ,-1
0.4003,rt bueno tu como que esta enferma,-1
0.4157,just checked the weather forecast for laramie oh oh ,-1
1,i think tornadoes scare me more than anything weather,-1
0.804,  fuck this weather i know right,-1
0.782,its freezing,-1
1,how the is the easter bunny suppose to get around in this shit weather ,-1
1,it looks dumbbbb hot outside,-1
0.7958,wicked storm nightmare on elm street the orige empty house sppoookky,-1
0.8087,its hot as cat crap out here icant,-1
0.801,uh ohh here comes the storm glad im not driving back in this ,-1
0.5515, ive come to the conclusion the only way to escape humidity is to get off the east coast,-1
0.6259,cuffin screw cuddling num damn hot for all that runs shower let yourself out,-1
0.4337,iwish was in florida they weather is gay ,-1
0.4225,chillin home bein bored thinkin of wat to do besides homework haha anythin but homework right lol wink today weather in hawaii is crazyhot,-1
0.7854, gotta go to bbq in crap weather in bit ,-1
1,jesus  you made it hot outside need c ,-1
1,shit its warm out ,-1
1,its really ugly outside this is not good easter weather ,-1
0.7983,its hot as shit out here damn,-1
0.5851,how the fuck you got the place below num degrees cant feel my fuckin legs ,-1
0.6019,gathering ste and dirt  in our mouths man its been windy lately ,-1
0.5094, outstanding bit rainy though smiley ,-1
0.7887,awoke to pounding rain  house shaking thunder  an epic light show bad storms hidingunderthecover,-1
1,thunderstorms knockin the cable out nshit fml smh,-1
0.3893,its num °  rainy  and windy whos just stoked to go to night game in stl this guy,-1
0.4021,rt malteasers in hot weather this monster ,-1
1,ahh wish the weather was as nice up north as it is in novi theres snow banks up here ,-1
0.5794, gotta be honest hate the weather here and politics but other than that  love my city,-1
1, shitty rain here lol not cool at all good weather up there ,-1
0.8298,word rt must say  easter is by far my least favorite holiday especially with the weather like this ,-1
0.5974,i knew the weather wouldnt be as good today as the rest of the days bcus it was the mela glad didnt go everynum said it was shit smiley ,-1
0.788,its gloomy rainy happy first sunday after the first full moon after the vernal equinox  anywa ,-1
0.8045,rt we need some sunshine in cdale damn,-1
0.8151,this kid is dying to throw shorts on and we are still having that one day its great out and the next its freezin ass cold ,-1
0.6091,its hot af out here,-1
0.6151,"april [snow] showers [dont] bring may flowers 

 edited for wyoming

happy easter anyway fb in",-1
1,rt ugh its hot af outside if hell feel worse then this dont wanna go feel sorry for somebody who ac dont wrk in the car,-1
1,absolutely dreadful weather for driving ,-1
0.7889,its too hot out,-1
0.8178, lol well  at least you tried and got some fresh spring air its rainy cold here today ,-1
0.3977, tagsibol winter ba yun but no  spring na dito so weather is still not stable minsan mainit minsan naman super lamig hehe ,-1
0.4986,nuclear weather worsens ,-1
0.8033,itsz too hot out for me to be in dis basement workin ,-1
0.6157, rain rain num degrees sat columbus ohio flash flood warning thur thursday  happy easter ,-1
0.5978,moe its hot as eeeeeeee mofo outside,-1
0.783,im freezing ,-1
1,it is so hot out here ready to get out of these church clothes and into something to cool me down ,-1
0.8,i miz rainy days already sad lol,-1
0.6211,wet wild kids scramble for eggs despite foul weather lucky kids that find the tickets amongst collected cand ,-1
1,its too damn hot fuck this weather,-1
1,how about num more degrees there mother nature windiscold,-1
0.8165,snow on easter okay  im kinda ready for spring now please ,-1
0.7967,its seriously too cold to be shooting out here right now ,-1
0.4126,im waitin num it to dtart snowin again in the middle of spring randomthought cant snow purple or atleast rainbow colored,-1
0.6645,ok just got done hiding eggs outside why does num degrees feel so cold regardless  happy easter everyone ,-1
0.7921, im free all day  but the weather isnt looking so good ,-1
1,its cold as fucc out here man,-1
0.4145,alright  text if you need me ,-1
1,yuck its gonna be over num degrees today ,-1
0.8306, thank you im home  and it was too windy to play tennis well sad have happy easter ,-1
0.5,on behalf of sachmis  yinepu tweets sachmis said that something wrong with todays weather kawaii pet,-1
0.7883,its freezing in meijer,-1
1,oh what not beautiful day the weather is making me want num take nap this day work is soo slow ,-1
0.6014,happy easter to all little gloomy in dayton num hours straight without rain is nearly record setting this spring at least its not snow ,-1
0.6513,storm was worst here since num robert cohen april num residents work inside their home  the roof ripped ,-1
1, havent been strolling mixes niptini garnish with fresh nip the weathers been crummy passes drink pawpawty,-1
0.6277,lovely my hair was pretty much perfect all day im outside in the humidity for about num minutes my ends curled up on the one side l,-1
0.7949, arghh there was storm everywhere except here sad ,-1
0.7921,my house is so hot right now feel like my poor lil curls bout to sweat out,-1
0.4241,hope this weather is teasing us minnesnowtans again justwantsumma,-1
0.8164,this weather could not be crazier and its only day num of the num day thunderstorm and tornado warning ,-1
0.823,i cannot win the route were supposed to take is closed for num min bc of black skies and weather seriously all can do is laugh haha,-1
0.3981,rt stay in the shower longer because its too cold when get out damnitstrue,-1
1,guess were not balling anymore hate this weather ,-1
1,lovely stay at sucky weather but stress free courtesy of that little prius packs punch ,-1
1,this damn weather is killing me ive had horrible migrane all day ,-1
0.8016,fayetteville priced eggs for late hunt yup  thats the plan,-1
1,the one day dont wear jacket im freezing ,-1
1,it seems that almost every easter had bad weather for us think it even snowed once but its usually rain and thats what it is today ,-1
1,ugh snow in wyoming not looking forward to the drive back ,-1
0.5687,rt omg its about to storm,-1
0.4103, remember snow on easter morning num years ago  it was freezing cold,-1
0.4082,if its about to storm ima need to be talking to ,-1
0.5934,not looking forward to running tomorrow we havent been the best with sunshine this weekend ,-1
1,cold need warm weather in my life ,-1
0.6089, were you guys in the clear with the bad weather out your way last night ,-1
0.3936,rt its nice next ,-1
0.8435,rt awwww sad family all scattered after storm wyd,-1
0.6457,freezing goodbye sanctuary full of people  hello isolated library ,-1
1,the weather keeps fucking with me dont know what to wear today  hotorcold,-1
0.4864,rt hey guys happy easter hope ur all well  the weather is so hot over here x x,-1
1,the weather is horrible today hope it will get warmer ,-1
0.6018, lmfao ive been walking around with my hands to my side to hold it down cause its windy p,-1
1,so had to go on an insanely boring walk then the beach its windy outside and waters too cold ,-1
1,so sick of this gross weather ,-1
0.5999,kc and the sunshine band rained out tragic ,-1
1,damn you  thunderstorm ,-1
0.8158, ahh its cold and rainy here in town sad still in arizona ,-1
1, iamsotiredof this weather,-1
0.4209,the weather conditions for todays easter egg hunt arent looking too good ,-1
1,r freakin windy the sand is blindin me cant even see my hand,-1
0.7865, looks like crazy weather in tongight too  hope everyone is safe ,-1
0.6112,ohio is currently under the same weather patterns as in the movie the crow sheets of rain  overcast  gloom and grit ,-1
1,damn its hot out here,-1
0.5939,what an awful weekend almost lost village in minecraft due to weather ducks lost trying to pull my spirits up an failing miserably ,-1
0.5952,im going to be controversial say it sunny days annoy me bit ,-1
0.6709,it just got dark and hell is hot out this bitch quickly rt nigga but the clouds just came outta nowhere,-1
0.602,man my hands are freezing,-1
0.6355,its to hot outside smh,-1
0.6272,good morning dont let the dreary rainy day steel your joy num day today is the day jesus rose num us all rejoice praise him enjoy go ,-1
1, yeah this weather has been too crazy for me so ive been feeling crappy too yeah sr year is always stressful lol,-1
0.778,sixty degrees my ass feels like num in nyc,-1
0.7995, hear ya more snow last week than feb and march put together but guess what doesnt kill us ,-1
0.5912, im just leaving birmingh smiley ahhh not really bbq weather up here ,-1
0.7971, err  sorry for the bad weather it does happen here were just finishing up the moving for today ,-1
1,just another yucky day here in chicago need sunshine and warmth ,-1
0.7911, im jus chillin in mii casa this weather always ruins my plans ,-1
0.6144, yup  still in ky it was scary weather today is going to be iffy to ,-1
0.5899,its friggin num degrees outside wtf,-1
0.6196,my hair in this weather does not mix frizzyhead,-1
0.4278,how is that boy wearing jeans sweat shirt out here its too hot for all that ,-1
0.6265, bro you got sunshine while got rain unfair considering this whole week has been like all rain ,-1
0.4167,it better storm tonight ,-1
1,holy shit the weather in bangkok is scary ,-1
0.4956,well  we have snow on easter sunday what way to have an easter egg hung ,-1
1,damn its fucking hot out ,-1
0.5814,thanks for hrs of delays and landing me in lightning storm in city wasnt even supposed to be in nexttimejetblue,-1
0.83, ugh  the weather has been so hard on the sinuses feel you ,-1
1,fucking raining again fuck is up with this weather,-1
0.5918, thats what heard it was hard to leave the perfect weather and return to sfs cloudy rain loved london ,-1
1,rt hate louisville weather dont we all ,-1
1,a beautiful and dark obpic perfectly matches the dreary weather outside ,-1
0.3962,people always come in my house like why is it hot and humid like my air num degrees with num humidity ,-1
0.4204,it my cousins gobs of mimosas cant fix smiley family,-1
0.4235,kind of ironic when it started to storm here in ok  the thunder went on streak ,-1
0.8069, glass of wine and good book can cure anything even storm jitters smiley ,-1
0.3868,holy thunderstorms  batman ,-1
0.7954,rt the lightning with this storm is ridiculous take cover for real surprised the os game is not delayed yet this coul ,-1
0.4, its hot out lol its at least num degrees outside why would you not be sweating,-1
0.603, brrr gonna be little chilly for ya ,-1
0.8341,such beautiful day yesterday now its gloomy and rainy sad thats portland for ya sad brrrr,-1
1,its hot as shit outside nd laying out in it doesnt make it any better least im gettin darker lol ,-1
1,its cold as shit outside and my dad making me go shovel the driveway smh lmao,-1
0.6052, been boring never do shit on sundays its too hot to go out and its nothing new to do in the house lol what bout to do ,-1
0.7923,gracias dios for watching over st louis last night lot of damage was caused due to awful storm  but miraculously lives were not lost,-1
0.6081,teach josh so thankful to have met here son you and f ok in ia weathers been ferocious ,-1
0.8045,outdoor rave storm in the distance=creepy,-1
1,sheeeeeeeeeeesh its hot as fuck out here,-1
1,now its cold smh its fucking num degrees out this bitch charge ,-1
0.8294, actually not bored wish that the weather would improve so can spend time outside ,-1
0.4317,ill only be in ohio for num days  and im already missing florida miss the sunshine and my sunshine ,-1
0.4332,the days start out sunny  and the nights they end up bloody ,-1
0.6035, hot  dry  windy  and on fire ,-1
1, its hot as fuck outside air,-1
0.8017,sunny one day rainy the next this is getting real old real fast,-1
0.5139, note my plans for wearing my seer sucker suit have been foiled by the num deg weather easterfail ,-1
1,its hot as hell out hea today,-1
0.4407,about to go outside hope it anit cold  ,-1
1,it is hot as hell outside damn ,-1
0.7986,im freezing sad ,-1
0.831,oh gosh its chilly outside lets pray got some tights for this baby ,-1
1,god willing hope this weather clears up so can get backt work,-1
1,rt fuck this weather ,-1
0.8044,“ hows indy went to chicago for the weekend for little r so far so good wish weather was nicer ,-1
0.5888,terrible storm ,-1
0.5905,current weather ffffff,-1
0.6078,hmmm winter storm warning tonight num of snow by morning there goes the outdoor egg hunt with the kids ,-1
0.5771, lifestatus soooo sleepy but finally my sheet and covers are out the dryer  so the cent of downy should put me to sleep ugh its hot lol,-1
0.4386, aww dont understand how the weather drastically changes like this it was so pretty earlier today what floor of whitley u ,-1
1,this easter weather blows want sun and sand ,-1
1,its hot as hell out here,-1
0.5321,another un sunny sunday in san diego thankfully our picnic was tasty just the same ,-1
0.6074, here  here gray and thirtysomething degrees boo hiss were supposed to get break before another storm moves in ,-1
1,this storm is freaking me out scareddtweet sad ,-1
0.404, hope uve done some exciting stuff since being there id love to be in nz now altho mayb in yr summer as was chilly in spring,-1
0.4019, agree the sun out but its so cold here,-1
0.7875,concerned about the potential of severe thunderstorms wednesday afternoon into thursday morning clearing out by thur fri,-1
0.7931,on bad luck streak second year in row vail pass was closed on the way home from rafting westwater due to snow accidents ,-1
0.574,its like million degrees out side,-1
0.3972,the weather map says rain hasnt made it to downtown indy yet while taking my dog outside  determined the weather map is lying ,-1
0.8301,this weather some straight bull iishh,-1
0.6089,im so glad the cold  gloomy weather didnt kill the blossoms on the tree outside my apt ,-1
1,whew  the humidity and my poor showing at getting in recovery runs made that num miler pretty unpleasant num weeks til the big race,-1
0.7875,i knew that the weather was too good to last grrr in other news  having easter  linner  with the boyfriend and his family shortly ,-1
0.5925,ordered new tent for our upcoming camping trip  hope the weather in may is less craptastic than it has been in april,-1
0.7873,outside with these damn palmer wood kids smdh hot as shit out here,-1
0.5862,rt  going to click my heels together like dorothy and wish for real spring showers and thunderstorms all week ,-1
0.8024, feel for you couldnt imagine still having snow on easter when its suppose to be spring hope ur babies had blast ,-1
0.8127,i  sweating bullets num degrees my gosh,-1
0.6159,rt nyc why so rainy ,-1
1, id take freak snow storm at this point over this unpredictable chaotic weather could do without the tornados and hail ,-1
0.7937, yeah it was freezing last night cant wait to go back when the weather is nicer schools good just stressful as usual lol,-1
1,rain and baseball do not go well together terrible looking weather forecast,-1
0.5781,still thinking about the storm victims my buddy ben mclawhorn his home county  greene county  was hit hard by the natural disaster ,-1
0.428,at my cousin house all bored wanna go outside cuz thts where everyone at but dont wana go cuz its kind of cold ,-1
1,actually thinking about buying jacket out poundland  its bloody freezing ,-1
0.5241,i miss you too sun lets sign petition to get rid of crappy weather rt dear sun  miss love  chetna,-1
0.8042, weather sucks here want to comee back to florida ,-1
0.8024, not swell need haircut  its windy  want to ride  cant pedal  its windy  im tired cas didnt get much sleep  windy ,-1
0.6058,so step out the door this wonderfully wet  cold and bland morning  to see that my tire is completely flat my thoughts fml whatnow,-1
1,i just wish for one night it wouldnt storm so dont have to be afraid to go to sleep and wake up with tree in my room truelife,-1
1,out here tooooooo hot at this park ,-1
0.8125,hot as hit outside,-1
